"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-9662851","R-HSA-9662851","Anti-inflammatory response favouring Leishmania parasite infection","44/4633","79/11146",0.556962025316456,1.33993065706394,2.55722871125541,0.00766986516068368,0.0283978073912728,0.0175696537825128,"107/108/109/112/113/115/136/10768/801/805/808/1385/10800/5045/2534/2770/2771/2773/2778/2782/2783/59345/10681/55970/54331/2787/3586/3569/3708/3709/3710/4067/1432/4627/5335/10769/5566/5567/5573/5576/5577/5613/79651/7525",44
"R-HSA-9664433","R-HSA-9664433","Leishmania parasite growth and survival","44/4633","79/11146",0.556962025316456,1.33993065706394,2.55722871125541,0.00766986516068368,0.0283978073912728,0.0175696537825128,"107/108/109/112/113/115/136/10768/801/805/808/1385/10800/5045/2534/2770/2771/2773/2778/2782/2783/59345/10681/55970/54331/2787/3586/3569/3708/3709/3710/4067/1432/4627/5335/10769/5566/5567/5573/5576/5577/5613/79651/7525",44
"R-HSA-166016","R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade","76/4633","147/11146",0.517006802721088,1.24380699830116,2.50962528511409,0.00797995860591772,0.0290288611571798,0.0179600851997125,"351/1386/330/8945/841/4064/1147/1385/8454/1759/26052/1845/1846/1848/1849/8772/23291/2266/2353/3551/3654/51135/3661/3725/5604/5606/6416/5609/4214/6885/1326/5594/5602/1432/5595/5598/5599/5601/4205/4208/4615/9683/4790/28512/79671/387522/57162/246330/5515/5516/5518/5519/5528/5775/8767/6196/6197/9252/6279/23098/6500/23118/257397/29110/100302736/79155/7157/7187/7314/7316/7321/7322/7323/7334/7335/9097",76
"R-HSA-1059683","R-HSA-1059683","Interleukin-6 signaling","9/4633","11/11146",0.818181818181818,1.96836920903401,2.71002221632629,0.00798397564657027,0.0290288611571798,0.0179600851997125,"867/3569/3570/3572/3716/9021/6772/6774/7297",9
"R-HSA-446107","R-HSA-446107","Type I hemidesmosome assembly","9/4633","11/11146",0.818181818181818,1.96836920903401,2.71002221632629,0.00798397564657027,0.0290288611571798,0.0179600851997125,"977/667/3655/3691/3852/3909/3914/3918/5339",9
"R-HSA-5655291","R-HSA-5655291","Signaling by FGFR4 in disease","9/4633","11/11146",0.818181818181818,1.96836920903401,2.71002221632629,0.00798397564657027,0.0290288611571798,0.0179600851997125,"10818/2549/2885/3845/4893/5290/5295/5335/6654",9
"R-HSA-8851805","R-HSA-8851805","MET activates RAS signaling","9/4633","11/11146",0.818181818181818,1.96836920903401,2.71002221632629,0.00798397564657027,0.0290288611571798,0.0179600851997125,"2885/3082/3845/4233/4893/57610/10048/6464/6654",9
"R-HSA-9614399","R-HSA-9614399","Regulation of localization of FOXO transcription factors","9/4633","11/11146",0.818181818181818,1.96836920903401,2.71002221632629,0.00798397564657027,0.0290288611571798,0.0179600851997125,"207/208/10000/2308/2309/7529/7532/10971/7534",9
"R-HSA-9634285","R-HSA-9634285","Constitutive Signaling by Overexpressed ERBB2","9/4633","11/11146",0.818181818181818,1.96836920903401,2.71002221632629,0.00798397564657027,0.0290288611571798,0.0179600851997125,"11140/55914/2885/3320/3845/4893/5782/6464/6654",9
"R-HSA-9818030","R-HSA-9818030","NFE2L2 regulating tumorigenic genes","9/4633","11/11146",0.818181818181818,1.96836920903401,2.71002221632629,0.00798397564657027,0.0290288611571798,0.0179600851997125,"596/598/1387/2033/7975/4780/4851/5154/6667",9
"R-HSA-2995410","R-HSA-2995410","Nuclear Envelope (NE) Reassembly","42/4633","75/11146",0.56,1.34723936973883,2.54475990244007,0.00800177507793709,0.0290288611571798,0.0179600851997125,"25909/23141/200014/891/983/27243/51652/91782/2010/9798/3837/3930/23592/4000/4001/55706/9631/23279/23511/129401/348995/9818/23636/4928/9883/5515/5518/5520/5901/5905/1104/100526767/81929/6683/7341/7112/3842/7846/10383/7329/27183/7444",42
"R-HSA-5654738","R-HSA-5654738","Signaling by FGFR2","41/4633","73/11146",0.561643835616438,1.35119408413141,2.53896444474377,0.00816474689381371,0.0295538265641847,0.0182848800094592,"673/867/54845/8817/2247/2250/2252/2254/9982/2263/10818/2549/2885/3178/3185/3187/4670/3845/5594/5595/8569/4893/5290/5295/5335/5430/5431/5433/5437/5441/5515/5516/5518/5725/23543/6464/6654/7072/7073/7314/7316",41
"R-HSA-71387","R-HSA-71387","Metabolism of carbohydrates","141/4633","290/11146",0.486206896551724,1.16970905870182,2.46973157240303,0.00825665123865228,0.029731516773263,0.0183948165060003,"8086/10057/83440/178/375790/10327/226/411/8708/8707/126792/27087/10678/2683/8704/8703/9334/9331/11041/669/801/805/808/960/57214/11261/79586/54480/8534/50515/9469/83539/22856/337876/55790/55454/1634/29940/92126/2023/7957/2131/2132/84750/2526/10690/57818/2539/2720/26035/10007/2799/2719/2239/10082/2821/2990/8908/3037/3038/138050/3098/3099/3161/9653/9957/9955/9953/222537/90161/3339/4125/4123/55706/3340/8509/9348/9972/9631/23279/23511/23225/8021/129401/348995/10762/9818/23636/4927/4928/9060/5106/5208/5209/5210/5211/5213/5214/5223/5226/5230/283209/5255/5315/9883/5515/5516/5518/5519/5528/5566/5567/5631/5634/5834/8480/5903/6007/6120/22934/6382/6383/6385/81929/6513/11046/2542/6548/6652/6482/6487/10402/30815/7175/7314/7316/7360/10090/1462/64131/64132",141
"R-HSA-170822","R-HSA-170822","Regulation of Glucokinase by Glucokinase Regulatory Protein","20/4633","31/11146",0.645161290322581,1.55211908956086,2.59620824008154,0.00828733872975377,0.029731516773263,0.0183948165060003,"8086/55706/9972/9631/23279/23511/23225/8021/129401/348995/10762/9818/23636/4927/4928/9883/8480/5903/81929/7175",20
"R-HSA-1839124","R-HSA-1839124","FGFR1 mutant receptor activation","20/4633","31/11146",0.645161290322581,1.55211908956086,2.59620824008154,0.00828733872975377,0.029731516773263,0.0183948165060003,"9530/613/11116/11064/11052/1523/11160/2247/2250/2254/2260/26127/2885/399687/5290/5295/6772/6774/6777/7750",20
"R-HSA-5619107","R-HSA-5619107","Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)","20/4633","31/11146",0.645161290322581,1.55211908956086,2.59620824008154,0.00828733872975377,0.029731516773263,0.0183948165060003,"8086/55706/9972/9631/23279/23511/23225/8021/129401/348995/10762/9818/23636/4927/4928/9883/8480/5903/81929/7175",20
"R-HSA-1660514","R-HSA-1660514","Synthesis of PIPs at the Golgi membrane","13/4633","18/11146",0.722222222222222,1.73751109192508,2.64105166954102,0.00840559589153987,0.0300226360982594,0.0185749313183558,"375/377/9896/56623/4952/55300/5297/5298/5286/5289/200576/22908/55697",13
"R-HSA-6804114","R-HSA-6804114","TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest","13/4633","18/11146",0.722222222222222,1.73751109192508,2.64105166954102,0.00840559589153987,0.0300226360982594,0.0185749313183558,"6790/10498/891/983/1874/2033/5111/5933/5934/7027/7029/7157/25946",13
"R-HSA-2871809","R-HSA-2871809","FCERI mediated Ca+2 mobilization","21/4633","33/11146",0.636363636363636,1.53095382924867,2.5761949079334,0.00862490480022653,0.0307380968430981,0.0190175851263979,"10768/801/805/808/9402/2885/3708/3709/3710/4067/4772/4773/4775/5335/5530/5532/5534/6464/6654/7410/10451",21
"R-HSA-6804756","R-HSA-6804756","Regulation of TP53 Activity through Phosphorylation","50/4633","92/11146",0.543478260869565,1.30749162435834,2.49774513457867,0.00879015695116742,0.0312581844988767,0.0193393620834244,"6790/9212/580/672/890/1017/8851/1111/1457/1763/8445/204851/28996/3364/10524/1432/4193/4194/26155/9891/5562/5563/5564/5565/51422/5884/5883/5932/83695/116028/6118/6749/6794/11198/6872/6882/6883/8148/83860/6874/6877/6879/54457/6880/51616/6908/7157/94241/7314/7316",50
"R-HSA-447115","R-HSA-447115","Interleukin-12 family signaling","33/4633","57/11146",0.578947368421053,1.39282265668488,2.50765861120637,0.00927127462929459,0.0328967595399093,0.0203531444424265,"9049/302/375/821/829/998/1072/1265/3181/9987/3185/3313/3586/3592/3572/3716/3936/4001/4478/4507/5034/5062/27250/5306/5908/6175/6627/6648/6772/6774/6950/7297/6845",33
"R-HSA-9660821","R-HSA-9660821","ADORA2B mediated anti-inflammatory cytokines production","26/4633","43/11146",0.604651162790698,1.45466044905355,2.51931157385227,0.00949002558679814,0.0335992590797361,0.0207877791847173,"107/108/109/112/113/115/136/1385/2770/2771/2773/2778/2782/2783/59345/10681/55970/54331/2787/3569/5566/5567/5573/5576/5577/5613",26
"R-HSA-6804115","R-HSA-6804115","TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain","14/4633","20/11146",0.7,1.68404921217354,2.58234025011537,0.00958843029769295,0.0337997390450266,0.0209118156475312,"7832/23019/25904/4848/4850/246175/29883/9337/9125/4869/5325/10769/85456/7157",14
"R-HSA-9013695","R-HSA-9013695","NOTCH4 Intracellular Domain Regulates Transcription","14/4633","20/11146",0.7,1.68404921217354,2.58234025011537,0.00958843029769295,0.0337997390450266,0.0209118156475312,"59/1387/2033/3280/23462/23493/8850/9794/55534/10046/4851/4853/3516/4088",14
"R-HSA-9006931","R-HSA-9006931","Signaling by Nuclear Receptors","144/4633","298/11146",0.483221476510067,1.16252678117445,2.39849532049158,0.00996120026216384,0.0350374391830024,0.0216775776872261,"19/26523/27161/192669/192670/8644/207/208/10000/8854/220/10123/1386/596/801/805/808/10498/857/858/865/595/904/1025/1027/1105/1374/1385/1387/1509/6387/51523/56603/1655/1738/1956/2033/2066/2069/2099/2194/2289/2353/2354/3169/2309/2625/2770/2771/2773/2782/2783/59345/10681/55970/54331/2787/57678/9687/2957/1839/3320/3326/3480/3725/3727/23189/8850/10524/221656/55818/3838/3845/5594/5595/5469/4313/4316/4318/4343/4602/4609/29116/8648/10499/8202/9611/9612/2494/4893/8204/5162/8050/5165/5166/5170/5241/5290/5295/5296/8503/5360/5430/5431/5433/5437/5441/5451/5467/10728/5747/5885/5915/5916/157506/51109/112724/861/6256/1903/6319/6464/8243/9126/6667/6720/6722/10735/6801/6907/79718/6908/7039/7090/27327/23112/57690/127933/7392/7514/7528/340481/55625/7764",144
"R-HSA-416482","R-HSA-416482","G alpha (12/13) signalling events","44/4633","80/11146",0.55,1.32318152385064,2.44667808705249,0.0102812531425103,0.0360066397934667,0.0222772197277905,"29/11214/9639/9826/23365/22899/9828/23370/26084/50650/54848/50649/8874/23229/1894/121512/2768/10672/2782/2783/59345/10681/55970/54331/2787/6453/8997/23263/10276/64857/57580/5924/387/388/389/6093/9475/6654/6655/7074/26230/7204/7410/10451",44
"R-HSA-438064","R-HSA-438064","Post NMDA receptor activation events","44/4633","80/11146",0.55,1.32318152385064,2.44667808705249,0.0102812531425103,0.0360066397934667,0.0222772197277905,"107/8874/801/805/808/815/817/818/10645/1385/1739/1740/2066/2890/2891/2903/2904/3838/3845/5594/5595/4137/4747/4893/3084/5170/5562/5563/5564/5565/5566/5567/51422/5573/5576/5577/5613/5879/5924/6196/6197/27330/7846/10383",44
"R-HSA-113510","R-HSA-113510","E2F mediated regulation of DNA replication","15/4633","22/11146",0.681818181818182,1.640307674195,2.5354217097273,0.0106019974419278,0.0368112271696121,0.0227750159640239,"891/983/1869/84515/23595/5000/23594/5515/5516/5518/5519/5558/5925/7027/7029",15
"R-HSA-8862803","R-HSA-8862803","Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models","15/4633","22/11146",0.681818181818182,1.640307674195,2.5354217097273,0.0106019974419278,0.0368112271696121,0.0227750159640239,"351/10018/824/826/831/993/994/8851/356/2309/3725/4000/4001/6648/7531",15
"R-HSA-8863678","R-HSA-8863678","Neurodegenerative Diseases","15/4633","22/11146",0.681818181818182,1.640307674195,2.5354217097273,0.0106019974419278,0.0368112271696121,0.0227750159640239,"351/10018/824/826/831/993/994/8851/356/2309/3725/4000/4001/6648/7531",15
"R-HSA-9665686","R-HSA-9665686","Signaling by ERBB2 TMD/JMD mutants","15/4633","22/11146",0.681818181818182,1.640307674195,2.5354217097273,0.0106019974419278,0.0368112271696121,0.0227750159640239,"11140/1956/2065/2066/55914/2069/2885/1839/3320/3845/4893/3084/5335/6464/6654",15
"R-HSA-425561","R-HSA-425561","Sodium/Calcium exchangers","10/4633","13/11146",0.769230769230769,1.85060352986103,2.58805439321468,0.0106654801124087,0.036873390645037,0.0228134763538027,"801/805/808/9187/25769/57419/123041/6546/6543/6717",10
"R-HSA-75035","R-HSA-75035","Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex","10/4633","13/11146",0.769230769230769,1.85060352986103,2.58805439321468,0.0106654801124087,0.036873390645037,0.0228134763538027,"891/983/1111/7465/7529/7531/7532/7533/10971/7534",10
"R-HSA-9678108","R-HSA-9678108","SARS-CoV-1 Infection","73/4633","142/11146",0.514084507042254,1.23677658439304,2.39490494175879,0.0108668853184169,0.0374895958319797,0.0231947209916158,"598/8678/821/857/27243/51652/91782/1655/1915/2033/2280/2589/23193/2932/3178/3661/83737/3838/3837/57506/4245/4790/114548/4869/64398/54956/56965/79668/5094/5170/5289/9360/10465/5589/5925/11123/100526767/6208/6217/6228/6230/6235/6193/6194/3921/861/80143/4088/4089/6667/6482/6487/6480/10610/256435/7341/29110/7113/7187/7706/7314/7316/7329/7405/7415/7428/7529/7531/7532/7533/10971/7534/85437",73
"R-HSA-6783589","R-HSA-6783589","Interleukin-6 family signaling","16/4633","24/11146",0.666666666666667,1.60385639254623,2.49763223639247,0.0114558814888676,0.0394374813808252,0.0243998730031649,"867/23529/3589/3590/3569/3570/3572/3716/3976/3977/5008/9180/9021/6772/6774/7297",16
"R-HSA-901042","R-HSA-901042","Calnexin/calreticulin cycle","17/4633","26/11146",0.653846153846154,1.57301300038188,2.46705824571163,0.012163463536623,0.041784467096085,0.0258519473088132,"267/811/821/51009/9695/80267/23193/10299/5589/7844/11236/6400/84447/10206/7314/7316/56886",17
"R-HSA-174143","R-HSA-174143","APC/C-mediated degradation of cell cycle proteins","47/4633","87/11146",0.540229885057471,1.29967673189091,2.36665726410899,0.0124852102643752,0.0427083936739091,0.0264235784164255,"64682/10393/51529/119504/6790/9212/8945/701/9184/890/891/8556/991/8697/996/983/1017/8454/5347/5685/5686/5688/143471/5689/5690/5692/5693/5694/5701/5717/5718/10213/5711/5713/5715/10197/23198/9491/5925/6500/6502/7314/7316/11065/7321/7324/27338",47
"R-HSA-453276","R-HSA-453276","Regulation of mitotic cell cycle","47/4633","87/11146",0.540229885057471,1.29967673189091,2.36665726410899,0.0124852102643752,0.0427083936739091,0.0264235784164255,"64682/10393/51529/119504/6790/9212/8945/701/9184/890/891/8556/991/8697/996/983/1017/8454/5347/5685/5686/5688/143471/5689/5690/5692/5693/5694/5701/5717/5718/10213/5711/5713/5715/10197/23198/9491/5925/6500/6502/7314/7316/11065/7321/7324/27338",47
"R-HSA-164952","R-HSA-164952","The role of Nef in HIV-1 replication and disease pathogenesis","18/4633","28/11146",0.642857142857143,1.54657580709815,2.44228719807451,0.0127393845462474,0.0430319920580965,0.026623787943042,"162/164/1174/8905/130340/160/163/1173/1175/375/567/940/9844/2534/3105/55690/5062/5879",18
"R-HSA-350054","R-HSA-350054","Notch-HLH transcription pathway","18/4633","28/11146",0.642857142857143,1.54657580709815,2.44228719807451,0.0127393845462474,0.0430319920580965,0.026623787943042,"1387/79885/3066/9759/51564/9734/8850/9794/55534/10046/9611/9612/4851/4853/4854/3516/6907/79718",18
"R-HSA-69205","R-HSA-69205","G1/S-Specific Transcription","18/4633","28/11146",0.642857142857143,1.54657580709815,2.44228719807451,0.0127393845462474,0.0430319920580965,0.026623787943042,"898/990/983/81620/1719/1869/1874/1875/1876/132660/286826/5111/5928/5933/5934/6241/7027/7029",18
"R-HSA-76061","R-HSA-76061","RNA Polymerase III Transcription Initiation From Type 1 Promoter","18/4633","28/11146",0.642857142857143,1.54657580709815,2.44228719807451,0.0127393845462474,0.0430319920580965,0.026623787943042,"55814/27297/2976/9330/9329/9328/9533/51082/5437/5441/11128/661/55718/10621/10622/171568/51728/6908",18
"R-HSA-9619665","R-HSA-9619665","EGR2 and SOX10-mediated initiation of Schwann cell myelination","18/4633","28/11146",0.642857142857143,1.54657580709815,2.44228719807451,0.0127393845462474,0.0430319920580965,0.026623787943042,"57211/1595/1605/3066/3156/3912/3915/4155/4664/5376/5454/79966/6597/6721/7003/7402/25937/10413",18
"R-HSA-9682385","R-HSA-9682385","FLT3 signaling in disease","18/4633","28/11146",0.642857142857143,1.54657580709815,2.44228719807451,0.0127393845462474,0.0430319920580965,0.026623787943042,"598/867/1026/2804/2885/3845/399687/4893/5290/5295/5292/6654/6711/6777/9321/7314/7316/7750",18
"R-HSA-4419969","R-HSA-4419969","Depolymerization of the Nuclear Lamina","11/4633","15/11146",0.733333333333333,1.76424203180085,2.49798660329273,0.0129880127354767,0.0436894066652833,0.0270305287480869,"891/983/255919/2010/23592/4000/4001/23175/9663/5579/7112",11
"R-HSA-975577","R-HSA-975577","N-Glycan antennae elongation","11/4633","15/11146",0.733333333333333,1.76424203180085,2.49798660329273,0.0129880127354767,0.0436894066652833,0.0270305287480869,"2683/8704/8703/9334/9331/11320/11282/4249/6480/8128/51046",11
"R-HSA-8874081","R-HSA-8874081","MET activates PTK2 signaling","19/4633","30/11146",0.633333333333333,1.52366357291891,2.42225226285004,0.0131981890686685,0.0442597117034446,0.0273833750764269,"1301/1277/1278/255631/85301/1281/1289/1290/50509/2335/3082/3673/3909/3912/3914/3915/3918/4233/5747",19
"R-HSA-195253","R-HSA-195253","Degradation of beta-catenin by the destruction complex","45/4633","83/11146",0.542168674698795,1.30434104213097,2.34716575825401,0.0132122625171593,0.0442597117034446,0.0273833750764269,"139285/8945/1452/1487/1488/1499/8454/23401/2932/51176/5515/5516/5518/5519/5525/5527/5528/5529/5685/5686/5688/143471/5689/5690/5692/5693/5694/5701/5717/5718/10213/5711/5713/5715/10197/23198/9491/6500/83439/6934/7090/7091/7314/7316/54764",45
"R-HSA-446193","R-HSA-446193","Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","43/4633","79/11146",0.544303797468354,1.30947768758521,2.32813725899685,0.0139662117390879,0.0466886995740585,0.0288861839144685,"144245/79868/85365/10195/79053/79796/51005/5476/79947/57171/1798/8813/54344/8790/2673/9945/2720/10020/3098/9526/4351/55577/116150/5238/91869/26503/10559/55343/79644/6482/6487/8869/10402/6480/84620/55808/10610/256435/30815/6489/8128/51046/29906",43
"R-HSA-9607240","R-HSA-9607240","FLT3 Signaling","23/4633","38/11146",0.605263157894737,1.45613277744328,2.37544944301332,0.014120315465426,0.0470096099239903,0.029084730360884,"27/207/208/10000/10018/867/1027/1445/2309/2534/9402/2885/3845/4893/5290/5295/5795/10019/9306/6654/6777/7314/7316",23
"R-HSA-9772572","R-HSA-9772572","Early SARS-CoV-2 Infection Events","23/4633","38/11146",0.605263157894737,1.45613277744328,2.37544944301332,0.014120315465426,0.0470096099239903,0.029084730360884,"375790/8678/27243/51652/91782/1655/5045/2719/2239/10082/3339/8829/5289/5925/100526767/6382/6383/6385/7113/7405/7415/7428/85437",23
"R-HSA-9824585","R-HSA-9824585","Regulation of MITF-M-dependent genes involved in pigmentation","25/4633","42/11146",0.595238095238095,1.43201463620199,2.36572373202307,0.0141814943108003,0.0471163404412217,0.0291507642701202,"60/208/8289/57492/605/9275/1385/1499/5977/3662/51176/1432/4286/4644/25924/5873/6597/6598/6599/6601/6602/6603/6760/26039/7020",25
